DATE_DIM,DAY_OF_WEEK,AGE,GENDER,TENURE_IN_DAYS,RESIDENTIAL_STATE,TOTAL_TURNOVER
1/15/2021,6,78,1,14183,0,0.5
1/15/2021,6,61,0,2176,0,80
1/15/2021,6,85,1,1810,0,10
1/15/2021,6,35,0,3,0,30
1/15/2021,6,23,0,1170,0,23
1/15/2021,6,60,0,2471,0,260
1/15/2021,6,65,0,7801,0,120
1/15/2021,6,61,0,7290,0,70
1/15/2021,6,28,0,679,1,202
1/15/2021,6,52,0,278,0,22
1/15/2021,6,30,0,1987,0,5
1/15/2021,6,56,0,6400,0,5.5
1/15/2021,6,27,1,657,0,129.5
1/15/2021,6,59,0,8907,0,196
1/15/2021,6,67,0,7445,0,20
1/15/2021,6,70,0,7934,0,24
1/15/2021,6,68,0,2539,0,59
1/15/2021,6,49,0,2781,0,90
1/15/2021,6,31,0,775,0,282.5
1/15/2021,6,60,0,518,0,40
1/15/2021,6,45,0,3925,0,12
1/15/2021,6,55,0,3869,0,121
1/15/2021,6,59,0,2108,0,55
1/15/2021,6,74,0,852,0,80.32
1/15/2021,6,34,0,68,1,50
1/15/2021,6,48,0,6992,0,10
1/15/2021,6,82,0,288,0,10
1/15/2021,6,52,0,8554,0,402
1/15/2021,6,51,0,5491,0,115
1/15/2021,6,46,1,1124,0,10.5
1/15/2021,6,52,0,1291,0,50
1/15/2021,6,63,1,1930,0,50
1/15/2021,6,39,1,3115,0,90
1/15/2021,6,32,0,3114,0,100
1/15/2021,6,60,0,288,0,79.5
1/15/2021,6,30,0,2018,0,603.5
1/15/2021,6,56,1,3057,0,10
1/15/2021,6,22,1,801,0,20
1/15/2021,6,66,0,1112,0,41
1/15/2021,6,65,1,11729,0,53
1/15/2021,6,51,0,5548,0,282
1/15/2021,6,46,0,4454,0,19.5
1/15/2021,6,60,0,9856,0,64.5
1/15/2021,6,36,0,3223,0,566
1/15/2021,6,68,0,803,0,8
1/15/2021,6,42,0,135,0,76
1/15/2021,6,61,0,2281,0,1036
1/15/2021,6,50,0,708,0,20
1/15/2021,6,39,0,4122,0,452
1/15/2021,6,39,0,3819,0,712.5
1/15/2021,6,23,0,790,0,24
1/15/2021,6,77,0,12326,0,35
1/15/2021,6,66,0,14072,0,40
1/15/2021,6,42,0,722,1,50
1/15/2021,6,44,0,801,0,13
1/15/2021,6,83,0,13724,0,6
1/15/2021,6,53,1,6915,0,419
1/15/2021,6,77,0,261,0,20
1/15/2021,6,43,0,4537,0,6
1/15/2021,6,74,0,2809,0,60
1/15/2021,6,35,0,3266,0,125
1/15/2021,6,67,0,2162,0,34
1/15/2021,6,71,0,232,0,27
1/15/2021,6,51,0,7702,0,381
1/15/2021,6,56,1,3632,0,2272
1/15/2021,6,62,0,3959,0,100
1/15/2021,6,61,0,2265,0,151
1/15/2021,6,66,0,2792,0,20
1/15/2021,6,53,0,11,0,10
1/15/2021,6,69,0,6288,0,10
1/15/2021,6,71,1,7760,0,8
1/15/2021,6,34,0,46,1,202.5
1/15/2021,6,60,1,2842,0,75.12
1/15/2021,6,82,0,8193,0,10
1/15/2021,6,39,0,3109,0,1177.5
1/15/2021,6,50,1,6256,0,49
1/15/2021,6,61,1,3779,0,63
1/15/2021,6,72,0,14188,0,30
1/15/2021,6,41,0,1249,0,77.5
1/15/2021,6,33,1,839,0,150
1/15/2021,6,37,0,34,0,15
1/15/2021,6,35,0,1266,1,4750
1/15/2021,6,59,0,231,0,22
1/15/2021,6,75,0,12607,0,10
1/15/2021,6,37,0,13,1,149.5
1/15/2021,6,44,0,346,0,10
1/15/2021,6,70,0,1162,0,526
1/15/2021,6,20,0,113,1,50
1/15/2021,6,60,0,10961,0,183.6
1/15/2021,6,58,0,6556,0,180
1/15/2021,6,64,0,7126,0,16
1/15/2021,6,76,0,4314,0,0
1/15/2021,6,62,0,11677,0,51
1/15/2021,6,33,0,1722,0,26.5
1/15/2021,6,70,0,15,0,20
1/15/2021,6,53,0,1751,0,18
1/15/2021,6,44,0,1539,0,93
1/15/2021,6,69,0,16218,0,10
1/15/2021,6,58,0,4026,0,191
1/15/2021,6,28,0,2187,0,200
1/15/2021,6,44,0,3009,0,102
1/15/2021,6,75,0,9216,0,30.5
1/15/2021,6,58,0,8795,0,20
1/15/2021,6,39,0,202,0,10
1/15/2021,6,45,0,1917,0,6.5
1/15/2021,6,73,1,10996,0,118
1/15/2021,6,58,0,1645,0,16
1/15/2021,6,62,0,1178,0,70
1/15/2021,6,72,0,14357,0,12
1/15/2021,6,58,1,2824,0,19
1/15/2021,6,67,0,2563,0,570
1/15/2021,6,33,0,2683,0,30
1/15/2021,6,35,0,1213,0,14
1/15/2021,6,57,0,648,0,80
1/15/2021,6,61,1,896,0,16
1/15/2021,6,71,0,2267,0,30
1/15/2021,6,71,0,2609,0,30
1/15/2021,6,51,0,7311,0,115.1
1/15/2021,6,85,1,2098,0,30
1/15/2021,6,62,0,7062,0,197.5
1/15/2021,6,60,1,2941,0,25.5
1/15/2021,6,66,0,1343,0,8
1/15/2021,6,43,0,3098,0,279.5
1/15/2021,6,38,1,4028,0,139
1/15/2021,6,48,0,1845,0,20
1/15/2021,6,53,0,89,0,2
1/15/2021,6,78,0,7408,0,124
1/15/2021,6,51,0,1168,0,20
1/15/2021,6,45,0,5653,0,42.5
1/15/2021,6,81,0,2681,0,37
1/15/2021,6,40,1,3506,0,86
1/15/2021,6,45,0,4128,0,57.7
1/15/2021,6,59,0,8460,0,43.4
1/15/2021,6,76,0,5968,0,200
1/15/2021,6,61,1,2624,0,11
1/15/2021,6,77,1,12420,0,38.5
1/15/2021,6,65,0,864,0,8
1/15/2021,6,32,0,210,1,30
1/15/2021,6,44,0,883,0,10
1/15/2021,6,50,0,1165,0,5
1/15/2021,6,60,0,286,1,100
1/15/2021,6,33,0,1669,0,328.15
1/15/2021,6,64,0,1827,0,99
1/15/2021,6,32,0,73,0,5
1/15/2021,6,22,0,228,1,25
1/15/2021,6,73,0,12282,0,10
1/15/2021,6,39,0,1455,0,50
1/15/2021,6,65,0,8561,0,13
1/15/2021,6,81,0,295,0,4
1/15/2021,6,50,1,3668,0,4
1/15/2021,6,44,0,1423,0,125
1/15/2021,6,66,0,1317,0,520.52
1/15/2021,6,60,0,1889,0,83.5
1/15/2021,6,74,0,41,0,40
1/15/2021,6,50,0,2156,0,20
1/15/2021,6,52,1,3247,0,18
1/15/2021,6,77,0,1084,0,8
1/15/2021,6,48,0,1911,0,2
1/15/2021,6,57,0,2001,0,33.5
1/15/2021,6,37,1,1756,0,438.5
1/15/2021,6,68,0,384,0,29
1/15/2021,6,75,0,9692,0,154.94
1/15/2021,6,85,1,5632,0,1
1/15/2021,6,23,0,1015,0,290
1/15/2021,6,41,0,1166,0,1
1/15/2021,6,73,0,294,0,95
1/15/2021,6,55,0,3887,0,55
1/15/2021,6,50,0,1493,0,110
1/15/2021,6,73,0,4236,0,483.66
1/15/2021,6,68,0,10998,0,64.5
1/15/2021,6,24,0,961,0,296
1/15/2021,6,79,0,2937,0,20
1/15/2021,6,59,0,2274,0,240
1/15/2021,6,70,0,257,0,31
1/15/2021,6,22,1,274,0,10
1/15/2021,6,66,0,1175,0,4
1/15/2021,6,57,0,453,0,4
1/15/2021,6,52,0,1708,0,467.5
1/15/2021,6,58,0,6807,0,1223
1/15/2021,6,79,1,9648,1,112
1/15/2021,6,50,0,1869,0,207.5
1/15/2021,6,65,1,2422,0,22
1/15/2021,6,29,0,0,0,7
1/15/2021,6,37,1,1847,0,30
1/15/2021,6,31,1,155,0,20
1/15/2021,6,28,0,3042,0,20
1/15/2021,6,62,0,1022,0,24.5
1/15/2021,6,47,0,265,0,25.5
1/15/2021,6,30,0,1539,0,114
1/15/2021,6,64,0,8037,0,20
1/15/2021,6,46,0,667,1,70
1/15/2021,6,54,0,1171,0,285.5
1/15/2021,6,84,0,4292,0,20
1/15/2021,6,64,1,2297,0,18
1/15/2021,6,37,0,4049,0,1025.5
1/15/2021,6,59,0,767,0,130
1/15/2021,6,44,0,1700,0,10
1/15/2021,6,50,0,2153,1,40
1/15/2021,6,72,0,1194,0,26
1/15/2021,6,66,0,2638,0,10
1/15/2021,6,33,0,1177,0,35
1/15/2021,6,33,0,293,0,673.5
1/15/2021,6,60,0,11785,0,15
1/15/2021,6,38,0,1844,0,116
1/15/2021,6,59,0,834,0,1010.5
1/15/2021,6,30,0,1401,0,30
1/15/2021,6,52,0,5208,0,80
1/15/2021,6,56,1,170,0,128
1/15/2021,6,63,0,2344,0,5
1/15/2021,6,49,0,557,1,80
1/15/2021,6,69,0,15058,0,486.5
1/15/2021,6,46,0,1431,0,33
1/15/2021,6,40,0,3435,0,502.83
1/15/2021,6,44,0,445,1,260
1/15/2021,6,52,0,538,0,44
1/15/2021,6,64,0,14618,0,400
1/15/2021,6,59,1,2822,0,69
1/15/2021,6,53,0,3079,0,145.94
1/15/2021,6,75,0,8738,0,492
1/15/2021,6,53,0,792,0,419
1/15/2021,6,63,0,2993,0,110.5
1/15/2021,6,54,0,2312,0,12.5
1/15/2021,6,49,0,6367,0,11.5
1/15/2021,6,66,0,2436,0,16.5
1/15/2021,6,72,0,3758,0,127
1/15/2021,6,59,0,3748,0,8
1/15/2021,6,50,0,2273,0,47.5
1/15/2021,6,68,1,14157,0,25
1/15/2021,6,49,0,1639,0,11632
1/15/2021,6,67,0,1406,1,50
1/15/2021,6,22,0,147,0,102
1/15/2021,6,68,1,110,0,28
1/15/2021,6,45,0,2555,0,30
1/15/2021,6,36,0,6,1,100
1/15/2021,6,51,0,2330,0,2
1/15/2021,6,74,0,1484,0,9
1/15/2021,6,59,1,2293,0,283
1/15/2021,6,55,0,833,0,32
1/15/2021,6,71,0,61,1,90
1/15/2021,6,41,0,1832,0,4
1/15/2021,6,63,0,1218,0,43
1/15/2021,6,36,0,4607,0,440
1/15/2021,6,52,0,7118,0,1
1/15/2021,6,56,0,8771,0,5
1/15/2021,6,74,0,12110,0,51
1/15/2021,6,50,1,3060,0,75
1/15/2021,6,73,0,223,0,80.5
1/15/2021,6,76,1,3872,0,7
1/15/2021,6,52,0,7674,0,49
1/15/2021,6,59,0,2239,0,10
1/15/2021,6,64,0,848,0,10
1/15/2021,6,39,0,1555,0,97
1/15/2021,6,58,0,11257,0,599.2
1/15/2021,6,73,0,293,0,60
1/15/2021,6,57,0,3513,0,150
1/15/2021,6,54,0,259,0,346.5
1/15/2021,6,64,1,6677,0,49
1/15/2021,6,62,0,1638,0,25
1/15/2021,6,33,0,1714,0,463
1/15/2021,6,49,0,4578,0,109
1/15/2021,6,48,0,1130,0,28
1/15/2021,6,48,1,3548,0,3.5
1/15/2021,6,44,0,3689,0,34
1/15/2021,6,43,0,2421,0,9
1/15/2021,6,56,0,441,1,575
1/15/2021,6,69,0,7276,0,58
1/15/2021,6,59,0,6851,0,20
1/15/2021,6,32,0,311,1,50
1/15/2021,6,61,0,3265,0,30
1/15/2021,6,65,0,2882,0,180.5
1/15/2021,6,41,1,2585,0,16
1/15/2021,6,77,0,626,0,8
1/15/2021,6,36,0,1161,0,9
1/15/2021,6,67,0,2267,0,3
1/15/2021,6,40,0,1160,0,44
1/15/2021,6,21,0,631,0,51
1/15/2021,6,25,0,663,1,50
1/15/2021,6,44,0,3584,0,2
1/15/2021,6,77,1,12637,0,1724
1/15/2021,6,73,0,11971,0,50
1/15/2021,6,61,0,2798,0,2806
1/15/2021,6,33,0,1502,0,39
1/15/2021,6,23,0,1091,0,30
1/15/2021,6,56,0,749,0,40.5
1/15/2021,6,52,0,534,0,121
1/15/2021,6,61,1,2537,1,20
1/15/2021,6,56,0,1455,0,17
1/15/2021,6,44,0,1869,0,17
1/15/2021,6,26,1,801,0,10
1/15/2021,6,54,0,7319,0,489
1/15/2021,6,43,0,2474,0,67
1/15/2021,6,60,0,3281,0,54
1/15/2021,6,50,0,257,0,379.5
1/15/2021,6,54,0,9877,0,122.5
1/15/2021,6,40,0,552,1,29.5
1/15/2021,6,35,0,2883,0,27
1/15/2021,6,21,0,0,0,20
1/15/2021,6,41,0,3026,0,85.5
1/15/2021,6,46,0,996,0,50
1/15/2021,6,35,0,3748,0,100
1/15/2021,6,30,0,728,0,25
1/15/2021,6,50,0,898,0,27.5
1/15/2021,6,57,0,37,1,152
1/15/2021,6,31,0,419,0,0.5
1/15/2021,6,69,0,264,0,3
1/15/2021,6,64,0,2585,0,43.5
1/15/2021,6,80,0,1251,0,20
1/15/2021,6,66,0,3962,0,10
1/15/2021,6,41,0,5626,0,116
1/15/2021,6,57,0,1427,0,15
1/15/2021,6,47,0,8690,0,70
1/15/2021,6,48,0,4504,0,20
1/15/2021,6,77,0,7121,0,54
1/15/2021,6,64,0,14983,0,46.5
1/15/2021,6,78,0,72,1,2.5
1/15/2021,6,73,0,279,0,185
1/15/2021,6,65,1,4032,0,168
1/15/2021,6,69,0,6943,0,44.5
1/15/2021,6,50,0,3581,0,139
1/15/2021,6,56,0,11332,0,280
1/15/2021,6,51,0,4630,0,62.5
1/15/2021,6,30,0,1466,0,173
1/15/2021,6,31,1,97,1,200
1/15/2021,6,71,0,3976,0,20
1/15/2021,6,60,0,13178,0,52
1/15/2021,6,50,1,3808,0,1
1/15/2021,6,77,0,255,0,25
1/15/2021,6,71,0,289,0,111
1/15/2021,6,63,1,7568,0,47
1/15/2021,6,65,0,12659,0,20
1/15/2021,6,35,0,541,0,45
1/15/2021,6,69,0,256,0,32.1
1/15/2021,6,70,0,5303,0,11
1/15/2021,6,60,0,11248,0,573
1/15/2021,6,73,0,295,0,37
1/15/2021,6,41,0,8018,0,100
1/15/2021,6,57,0,8796,0,22
1/15/2021,6,23,0,73,0,20
1/15/2021,6,64,1,7062,0,10
1/15/2021,6,23,0,437,0,40
1/15/2021,6,33,0,3477,0,95
1/15/2021,6,52,1,5053,0,83.22
1/15/2021,6,36,0,1506,0,185.5
1/15/2021,6,55,0,5421,0,30
1/15/2021,6,65,0,287,0,19
1/15/2021,6,61,0,12995,0,20
1/15/2021,6,64,0,1592,0,3
1/15/2021,6,71,1,6523,0,50
1/15/2021,6,64,0,8416,0,83
1/15/2021,6,53,0,6771,0,77.5
1/15/2021,6,49,1,939,0,123
1/15/2021,6,25,0,1178,1,0
1/15/2021,6,61,1,5428,0,8
1/15/2021,6,71,0,6936,0,10
1/15/2021,6,43,0,1149,0,15
1/15/2021,6,59,0,2553,0,430.68
1/15/2021,6,77,0,2628,0,40
1/15/2021,6,78,0,8047,0,8
1/15/2021,6,53,0,279,0,10
1/15/2021,6,54,0,1325,0,60
1/15/2021,6,27,1,294,0,5.5
1/15/2021,6,47,0,5364,0,119
1/15/2021,6,72,0,7697,0,0.5
1/15/2021,6,67,0,1719,0,8
1/15/2021,6,41,0,10,0,3542
1/15/2021,6,49,0,4657,0,10
1/15/2021,6,57,1,3390,0,68
1/15/2021,6,58,0,28,0,15
1/15/2021,6,59,0,1348,0,422
1/15/2021,6,75,0,13665,0,56
1/15/2021,6,50,0,4722,0,64
1/15/2021,6,62,0,293,0,40
1/15/2021,6,22,0,41,0,16.25
1/15/2021,6,74,0,15129,0,60
1/15/2021,6,61,0,2519,0,80
1/15/2021,6,29,0,2849,0,196
1/15/2021,6,58,0,12706,0,50
1/15/2021,6,26,0,1393,1,0
1/15/2021,6,45,0,1161,1,30
1/15/2021,6,69,0,5093,0,0
1/15/2021,6,58,0,923,0,37.37
1/15/2021,6,59,0,8144,0,20
1/15/2021,6,66,0,3743,0,435
1/15/2021,6,64,1,2618,0,39
1/15/2021,6,52,0,2476,0,75
1/15/2021,6,36,0,1528,0,53
1/15/2021,6,55,0,4443,0,84.5
1/15/2021,6,61,1,6769,0,38
1/15/2021,6,38,0,1666,0,326.41
1/15/2021,6,30,0,1209,0,20
1/15/2021,6,36,0,370,1,75
1/15/2021,6,28,0,1671,0,31.5
1/15/2021,6,81,1,7375,0,25
1/15/2021,6,57,1,6946,0,39
1/15/2021,6,69,0,4148,0,1
1/15/2021,6,52,0,4796,0,70.66
1/15/2021,6,42,1,3282,0,23
1/15/2021,6,49,0,1484,0,35
1/15/2021,6,81,0,13558,0,149.16
1/15/2021,6,53,1,3579,0,20
1/15/2021,6,37,0,3395,0,50
1/15/2021,6,60,0,12008,0,706.5
1/15/2021,6,47,0,1770,0,647
1/15/2021,6,45,0,7414,0,332
1/15/2021,6,48,0,2205,0,1138
1/15/2021,6,70,0,6652,0,783.5
1/15/2021,6,62,1,288,0,5
1/15/2021,6,48,0,1112,0,238.5
1/15/2021,6,36,0,300,0,25
1/15/2021,6,41,0,1,1,299
1/15/2021,6,56,1,167,0,51
1/15/2021,6,48,0,62,0,227.5
1/15/2021,6,56,0,3326,0,20
1/15/2021,6,63,0,594,0,31
1/15/2021,6,69,0,858,0,233
1/15/2021,6,51,0,1076,0,25
1/15/2021,6,75,1,9831,0,5
1/15/2021,6,65,0,847,0,18
1/15/2021,6,44,0,73,0,20
1/15/2021,6,52,0,3746,0,40
1/15/2021,6,39,0,4682,0,40
1/15/2021,6,35,0,1110,0,15
1/15/2021,6,28,0,846,0,20
1/15/2021,6,29,0,2263,0,56
1/15/2021,6,60,0,119,0,49.5
1/15/2021,6,34,1,3319,0,23
1/15/2021,6,71,0,11382,0,237.74
1/15/2021,6,51,0,1150,0,1857.5
1/15/2021,6,36,0,73,0,35
1/15/2021,6,32,0,2115,0,35
1/15/2021,6,54,0,6399,0,5
1/15/2021,6,64,0,6272,0,225.7
1/15/2021,6,82,0,7371,0,7
1/15/2021,6,66,0,729,0,32
1/15/2021,6,74,0,3374,0,20
1/15/2021,6,68,0,7547,0,240
1/15/2021,6,65,1,7442,0,30
1/15/2021,6,58,0,574,0,2
1/15/2021,6,29,0,701,0,5
1/15/2021,6,26,0,292,1,628
1/15/2021,6,42,0,1775,0,63
1/15/2021,6,67,0,3397,0,877
1/15/2021,6,62,0,3010,0,110
1/15/2021,6,55,0,2944,0,303
1/15/2021,6,66,0,776,0,50
1/15/2021,6,67,0,3967,0,10
1/15/2021,6,68,0,245,0,39
1/15/2021,6,46,0,573,0,27
1/15/2021,6,66,0,1104,1,10
1/15/2021,6,72,0,2282,0,15
1/15/2021,6,54,0,454,1,251.5
1/15/2021,6,61,1,5411,0,24
1/15/2021,6,68,0,3382,0,360
1/15/2021,6,35,0,394,0,56
1/15/2021,6,60,0,1910,0,300
1/15/2021,6,63,1,8099,0,13
1/15/2021,6,61,0,6007,0,75
1/15/2021,6,38,0,4363,0,40
1/15/2021,6,43,0,803,0,50
1/15/2021,6,55,0,1499,0,20
1/15/2021,6,64,0,7251,0,324.5
1/15/2021,6,73,0,938,0,445
1/15/2021,6,72,0,295,0,20
1/15/2021,6,41,0,312,0,5
1/15/2021,6,36,0,623,0,249
1/15/2021,6,61,0,8152,0,3.5
1/15/2021,6,34,0,93,1,50
1/15/2021,6,31,0,2609,0,19
1/15/2021,6,65,0,12768,0,3
1/15/2021,6,74,0,284,0,56
1/15/2021,6,66,0,958,0,14
1/15/2021,6,39,0,3214,0,343
1/15/2021,6,52,0,801,0,3
1/15/2021,6,70,0,8078,0,12
1/15/2021,6,44,0,7084,0,40
1/15/2021,6,62,0,1807,0,5
1/15/2021,6,56,0,3296,0,98
1/15/2021,6,68,0,1847,0,8
1/15/2021,6,71,0,8114,0,116
1/15/2021,6,47,0,1770,0,7
1/15/2021,6,53,0,4101,0,20
1/15/2021,6,46,1,1819,0,8
1/15/2021,6,67,0,1876,0,10
1/15/2021,6,50,0,5946,0,145
1/15/2021,6,54,0,343,0,47
1/15/2021,6,67,0,1414,1,25
1/15/2021,6,72,0,1972,0,109.6
1/15/2021,6,60,0,4132,0,65
1/15/2021,6,22,0,74,0,2
1/15/2021,6,43,0,1595,0,210.75
1/15/2021,6,71,1,2429,0,1
1/15/2021,6,44,0,1535,0,150
1/15/2021,6,42,1,2675,0,40
1/15/2021,6,62,0,7322,0,17
1/15/2021,6,67,0,3634,0,90
1/15/2021,6,38,0,3010,0,654.5
1/15/2021,6,65,0,1462,0,239
1/15/2021,6,75,0,6808,0,90
1/15/2021,6,50,0,1977,0,80
1/15/2021,6,70,0,2645,1,17
1/15/2021,6,55,0,2251,0,2
1/15/2021,6,53,0,5565,0,200
1/15/2021,6,84,0,616,0,231.5
1/15/2021,6,61,0,910,0,87
1/15/2021,6,34,0,88,0,354
1/15/2021,6,33,0,901,1,100
1/15/2021,6,37,0,908,0,42
1/15/2021,6,56,0,9829,0,1249
1/15/2021,6,44,0,1574,0,1
1/15/2021,6,59,0,301,0,92
1/15/2021,6,53,0,741,0,122
1/15/2021,6,61,1,5565,0,269
1/15/2021,6,71,0,14371,0,588
1/15/2021,6,55,0,2493,0,50
1/15/2021,6,35,0,897,0,85
1/15/2021,6,46,0,33,0,120
1/15/2021,6,55,0,2130,1,67
1/15/2021,6,60,0,7105,0,4.5
1/15/2021,6,36,1,1554,0,67
1/15/2021,6,78,0,15158,0,153.5
1/15/2021,6,30,1,691,0,14
1/15/2021,6,55,0,2404,0,20
1/15/2021,6,38,0,77,1,50
1/15/2021,6,62,0,1766,0,24
1/15/2021,6,62,0,1831,0,16
1/15/2021,6,56,0,3085,0,167.5
1/15/2021,6,46,1,2394,0,18.5
1/15/2021,6,81,0,12564,0,7.5
1/15/2021,6,46,0,1364,0,143.83
1/15/2021,6,67,0,13673,0,50
1/15/2021,6,61,0,5042,0,5
1/15/2021,6,31,0,1165,0,120
1/15/2021,6,66,0,12714,0,73.5
1/15/2021,6,34,0,5062,0,45
1/15/2021,6,81,0,2137,0,9.5
1/15/2021,6,39,0,4185,0,35
1/15/2021,6,35,0,4437,0,64
1/15/2021,6,57,0,2156,0,50
1/15/2021,6,32,0,447,0,49.5
1/15/2021,6,50,0,2163,0,30
1/15/2021,6,47,0,2596,0,163.5
1/15/2021,6,57,1,6330,0,17.5
1/15/2021,6,49,0,1233,0,4
1/15/2021,6,66,0,14709,0,150
1/15/2021,6,56,0,858,1,10
1/15/2021,6,52,1,69,0,30
1/15/2021,6,79,0,710,0,54
1/15/2021,6,47,0,6,0,43
1/15/2021,6,63,0,4238,0,200
1/15/2021,6,47,0,2486,0,40
1/15/2021,6,39,0,3108,0,119
1/15/2021,6,45,0,780,1,10
1/15/2021,6,52,0,6379,0,88
1/15/2021,6,35,0,1211,1,1070
1/15/2021,6,37,0,2362,1,114
1/15/2021,6,23,0,1338,0,40
1/15/2021,6,58,0,1557,0,70
1/15/2021,6,64,0,1098,0,8
1/15/2021,6,70,0,856,0,31
1/15/2021,6,45,0,287,0,42
1/15/2021,6,73,0,12756,0,100.5
1/15/2021,6,23,0,445,1,105
1/15/2021,6,45,0,83,0,5
1/15/2021,6,47,0,5353,0,25
1/15/2021,6,51,1,7578,0,37
1/15/2021,6,29,0,1610,0,13
1/15/2021,6,71,0,10948,0,38
1/15/2021,6,63,0,4069,0,45
1/15/2021,6,27,0,1537,0,9
1/15/2021,6,51,0,974,0,195
1/15/2021,6,62,0,5574,0,14
1/15/2021,6,73,0,7735,0,86
1/15/2021,6,78,0,13388,0,103
1/15/2021,6,57,0,280,0,48
1/15/2021,6,60,0,13022,0,75
1/15/2021,6,68,0,5304,0,542.16
1/15/2021,6,34,0,2276,0,10
1/15/2021,6,35,0,1595,0,113
1/15/2021,6,25,0,1746,0,7
1/15/2021,6,51,0,6581,0,100
1/15/2021,6,75,0,376,1,10
1/15/2021,6,66,0,685,0,50.5
1/15/2021,6,72,1,1537,0,21
1/15/2021,6,64,0,2990,0,1
1/15/2021,6,62,0,2789,0,10
1/15/2021,6,52,0,1595,0,159
1/15/2021,6,68,0,11458,0,928.5
1/15/2021,6,63,0,6147,0,60
1/15/2021,6,59,0,3013,0,173.4
1/15/2021,6,70,0,3218,0,17
1/15/2021,6,68,0,14714,0,74
1/15/2021,6,61,1,4460,0,99
1/15/2021,6,73,0,2165,0,5
1/15/2021,6,61,0,5698,0,65.8
1/15/2021,6,64,0,13268,0,145.5
1/15/2021,6,59,0,7253,0,474
1/15/2021,6,38,0,4597,0,774
1/15/2021,6,67,0,296,0,256
1/15/2021,6,49,0,1183,1,5
1/15/2021,6,49,0,1379,0,606
1/15/2021,6,69,0,1963,0,27
1/15/2021,6,54,0,8151,0,0.5
1/15/2021,6,27,0,620,0,397.5
1/15/2021,6,70,0,871,1,10
1/15/2021,6,48,0,2679,0,10
1/15/2021,6,60,0,6269,0,6168
1/15/2021,6,53,0,6252,0,49
1/15/2021,6,40,0,1367,0,10
1/15/2021,6,24,0,1347,0,5
1/15/2021,6,27,1,1980,0,190
1/15/2021,6,60,0,1510,0,243
1/15/2021,6,47,0,2541,0,262
1/15/2021,6,61,0,8453,0,250
1/15/2021,6,59,0,7394,0,8
1/15/2021,6,53,1,5166,0,50
1/15/2021,6,56,0,749,0,31
1/15/2021,6,55,0,2413,0,12
1/15/2021,6,42,0,3770,0,550
1/15/2021,6,40,0,86,0,38
1/15/2021,6,51,0,27,1,1955
1/15/2021,6,74,0,2423,0,2
1/15/2021,6,43,0,2283,0,204.5
1/15/2021,6,35,0,3401,0,2
1/15/2021,6,61,0,1315,0,24
1/15/2021,6,71,0,951,1,6
1/15/2021,6,58,0,1904,0,5
1/15/2021,6,61,0,496,0,16
1/15/2021,6,25,0,1037,1,230
1/15/2021,6,62,0,1602,0,10
1/15/2021,6,49,0,3198,0,2011.83
1/15/2021,6,39,0,1988,0,7
1/15/2021,6,66,0,1070,0,25
1/15/2021,6,27,0,2505,0,9
1/15/2021,6,62,0,11631,0,1144
1/15/2021,6,64,0,8744,0,85
1/15/2021,6,67,0,9800,0,16
1/15/2021,6,22,0,136,0,10
1/15/2021,6,37,0,2379,0,374.5
1/15/2021,6,38,0,104,1,15
1/15/2021,6,61,0,9927,0,460
1/15/2021,6,30,0,951,0,112.5
1/15/2021,6,33,0,63,0,257
1/15/2021,6,49,0,606,0,35
1/15/2021,6,76,1,742,0,8
1/15/2021,6,60,0,1042,0,1310
1/15/2021,6,67,0,14717,0,95
1/15/2021,6,51,0,658,0,191.5
1/15/2021,6,64,0,2863,0,2
1/15/2021,6,59,0,105,0,18
1/15/2021,6,47,0,1387,0,300
1/15/2021,6,48,0,2484,0,21.5
1/15/2021,6,64,0,1031,0,34
1/15/2021,6,63,0,1547,0,30
1/15/2021,6,55,0,9677,0,245.5
1/15/2021,6,51,0,3030,0,72
1/15/2021,6,68,0,7753,0,4
1/15/2021,6,60,1,2196,0,40
1/15/2021,6,62,0,10353,1,190.5
1/15/2021,6,53,1,3575,0,258
1/15/2021,6,57,1,2623,0,30
1/15/2021,6,66,0,2132,0,6
1/15/2021,6,58,0,3036,0,33.5
1/15/2021,6,51,0,8009,0,70
1/15/2021,6,35,0,573,0,157.5
1/15/2021,6,31,1,1796,0,20
1/15/2021,6,52,0,6993,0,10
1/15/2021,6,75,0,16254,0,25
1/15/2021,6,55,0,11557,0,40
1/15/2021,6,83,1,1481,0,45
1/15/2021,6,64,0,12523,0,2
1/15/2021,6,57,0,11360,0,100
1/15/2021,6,63,0,1936,0,682
1/15/2021,6,63,0,6643,0,8
1/15/2021,6,51,0,2059,0,251.5
1/15/2021,6,52,0,1735,0,110
1/15/2021,6,29,0,116,1,213.5
1/15/2021,6,45,0,1150,0,186
1/15/2021,6,63,0,2670,0,178
1/15/2021,6,34,0,13,0,20
1/15/2021,6,34,0,2274,0,1390
1/15/2021,6,62,0,616,0,10
1/15/2021,6,57,0,2372,0,214
1/15/2021,6,60,0,915,0,11
1/15/2021,6,71,0,1832,0,424
1/15/2021,6,57,1,1953,0,189
1/15/2021,6,50,0,5081,0,21.5
1/15/2021,6,28,0,796,1,50
1/15/2021,6,51,1,1185,0,288
1/15/2021,6,32,1,4597,0,31
1/15/2021,6,62,0,14294,0,20
1/15/2021,6,40,1,83,0,2
